id,gender,last,book,child,youth,cook,do_it,reference,art,geog,buyer
39562,0,1,27,0,0,1,0,1,0,0,0
39563,0,5,137,0,1,7,2,1,0,1,0
39565,1,11,50,2,0,0,0,0,1,1,0
39566,0,1,137,1,0,7,2,0,1,1,0
39571,0,21,15,0,0,0,0,0,0,1,0
39573,0,15,15,0,1,0,0,0,0,0,0
39574,1,1,15,0,0,0,0,1,0,0,0
39576,1,17,78,0,2,3,1,0,0,1,0
39579,0,19,15,0,0,0,0,0,1,0,0
39580,1,11,29,1,0,0,0,0,0,1,0
39583,1,13,91,2,3,3,0,1,0,0,0
39584,0,15,144,2,0,0,3,3,1,3,0
39586,1,13,28,0,0,1,0,0,1,0,0
39587,1,9,47,1,1,1,0,0,0,1,0
39588,0,11,25,0,0,2,0,0,0,0,0
39589,1,1,60,1,0,2,0,0,1,1,0
39590,1,15,83,2,3,2,0,0,0,1,0
39592,1,5,15,1,0,0,0,0,0,0,0
39593,0,9,109,2,0,0,1,1,4,1,1
39595,0,1,65,1,1,1,2,1,0,0,0
39597,0,35,78,1,0,3,2,0,1,0,0
39602,1,17,15,0,1,0,0,0,0,0,0
39607,1,9,76,0,0,3,0,0,3,0,1
39612,0,25,35,0,0,3,0,0,0,0,0
39615,1,29,15,1,0,0,0,0,0,0,0
39617,1,15,25,1,0,1,0,0,0,0,0
39618,0,9,24,0,2,0,0,0,0,0,0
39619,0,11,126,2,0,5,1,1,1,1,0
39621,1,13,86,2,1,1,3,0,0,1,0
39622,1,15,15,1,0,0,0,0,0,0,0
39625,1,9,15,0,0,1,0,0,0,0,0
39626,0,23,113,1,1,3,2,1,1,1,0
39627,1,31,131,1,1,4,1,1,1,2,0
39628,0,7,126,1,2,4,0,2,2,0,0
39629,1,9,15,0,0,0,1,0,0,0,0
39630,1,17,15,1,0,0,0,0,0,0,0
39633,1,1,95,3,2,1,2,0,0,1,0
39634,0,5,15,0,0,0,1,0,0,0,1
39635,0,9,26,0,1,0,1,0,0,0,0
39636,1,9,29,0,0,0,0,1,0,1,0
39637,0,25,71,1,0,1,1,0,2,1,0
39639,0,13,15,0,1,0,0,0,0,0,0
39640,1,3,23,2,0,0,0,0,0,0,0
39641,0,3,72,3,1,1,2,0,0,0,0
39643,1,5,25,1,0,1,0,0,0,0,0
39644,0,15,27,0,0,0,1,1,0,0,0
39647,1,5,120,4,0,2,0,1,0,3,0
39650,1,9,15,0,0,0,0,0,0,1,0
39651,0,17,145,0,3,3,1,0,1,4,1
39653,0,7,70,1,0,2,1,1,0,1,0
39663,0,21,15,1,0,0,0,0,0,0,0
39664,1,11,29,0,0,1,0,0,0,1,0
39667,0,15,25,1,0,1,0,0,0,0,0
39670,0,17,15,0,0,0,0,0,1,0,0
39675,1,11,15,0,0,0,0,0,1,0,0
39677,1,15,32,2,1,0,0,0,0,0,0
39681,1,7,15,0,1,0,0,0,0,0,0
39683,1,1,29,0,0,1,0,0,0,1,0
39685,0,33,28,1,0,0,0,0,1,0,0
39688,1,7,60,2,0,0,0,2,1,0,0
39692,1,15,23,2,0,0,0,0,0,0,0
39693,1,5,88,1,0,3,3,1,0,0,0
39696,1,1,94,0,0,4,2,0,1,1,0
39697,0,13,61,1,0,0,1,0,1,2,0
39699,0,33,25,1,0,1,0,0,0,0,0
39701,0,13,29,0,0,0,1,0,0,1,0
39705,1,33,15,0,0,1,0,0,0,0,0
39706,0,11,27,0,0,1,0,1,0,0,0
39708,1,5,25,1,0,1,0,0,0,0,0
39714,1,9,37,0,2,0,0,0,1,0,0
39720,1,5,28,0,0,1,0,0,1,0,0
39721,1,15,33,1,0,1,1,0,0,0,0
39722,0,27,103,2,0,3,0,2,0,2,0
39727,0,1,62,2,0,3,1,0,0,0,0
39730,1,3,15,0,0,1,0,0,0,0,0
39731,1,15,25,0,0,2,0,0,0,0,0
39733,1,9,15,0,1,0,0,0,0,0,0
39735,1,13,15,0,0,1,0,0,0,0,0
39737,0,15,50,0,0,2,1,0,0,1,0
39741,0,9,27,1,0,0,0,1,0,0,0
39749,1,17,28,0,0,1,0,0,1,0,0
39754,1,29,136,4,2,3,1,1,0,1,0
39757,1,23,15,0,1,0,0,0,0,0,0
39759,1,7,34,1,0,0,1,0,0,1,0
39765,1,13,29,1,0,0,0,0,0,1,0
39766,1,9,15,0,0,1,0,0,0,0,0
39768,0,9,29,0,0,0,1,0,0,1,0
39771,0,13,92,2,1,0,1,0,1,3,1
39772,1,15,29,1,0,0,0,0,0,1,0
39774,0,5,25,1,0,1,0,0,0,0,0
39775,1,15,92,1,1,3,0,0,2,1,0
39777,0,35,28,0,0,1,0,0,1,0,0
39779,1,19,15,0,0,1,0,0,0,0,0
39782,1,9,15,0,1,0,0,0,0,0,0
39784,1,1,25,1,0,1,0,0,0,0,0
39786,0,1,29,0,0,0,0,0,1,1,0
39787,1,13,15,0,1,0,0,0,0,0,0
39791,0,15,25,0,1,1,0,0,0,0,0
39792,1,11,25,0,1,1,0,0,0,0,0
39797,1,15,26,0,0,1,1,0,0,0,0
39799,1,11,15,1,0,0,0,0,0,0,0
39800,1,13,120,5,2,1,0,2,0,1,0
39801,0,13,15,0,1,0,0,0,0,0,0
39805,1,15,15,0,0,0,0,0,1,0,0
39806,1,9,132,3,3,3,0,2,0,1,0
39807,1,15,92,2,0,4,0,1,0,1,0
39808,1,11,137,3,1,3,1,2,1,1,0
39809,1,13,25,1,0,1,0,0,0,0,0
39812,1,11,15,1,0,0,0,0,0,0,0
39813,0,13,133,3,1,4,2,0,2,0,0
39816,1,5,104,3,0,1,2,0,3,0,0
39817,1,11,54,1,0,0,0,1,1,1,0
39818,1,13,29,1,0,0,0,0,0,1,0
39819,1,13,73,3,2,1,0,0,0,1,0
39823,1,11,15,0,0,1,0,0,0,0,0
39825,1,33,29,0,0,0,1,0,0,1,0
39829,1,9,72,2,1,1,3,0,0,0,0
39830,1,13,28,1,0,0,0,0,1,0,0
39831,0,15,26,0,0,1,1,0,0,0,0
39832,1,15,15,0,0,1,0,0,0,0,0
39838,0,1,27,0,0,0,1,1,0,0,0
39839,1,9,15,1,0,0,0,0,0,0,0
39840,1,29,29,1,0,0,0,0,0,1,0
39842,0,11,137,4,0,4,3,0,0,1,0
39844,0,7,27,1,0,0,0,1,0,0,0
39846,0,9,15,0,0,0,1,0,0,0,0
39847,0,15,24,1,1,0,0,0,0,0,0
39851,1,15,26,1,0,0,1,0,0,0,0
39856,1,11,15,0,0,1,0,0,0,0,0
39857,1,5,27,0,1,0,0,1,0,0,0
39858,1,13,28,1,0,0,0,0,1,0,0
39859,1,17,15,0,0,0,0,0,1,0,0
39862,0,11,27,0,0,1,0,1,0,0,0
39864,1,5,15,0,0,1,0,0,0,0,0
39867,0,9,67,1,0,2,2,1,0,0,0
39873,0,11,105,3,0,2,4,0,1,0,0
39879,0,27,138,3,0,4,2,1,0,2,0
39881,0,13,15,0,0,0,0,0,0,1,0
39886,1,1,25,1,0,1,0,0,0,0,0
39888,0,9,129,3,0,2,1,2,0,3,0
39889,1,25,15,0,1,0,0,0,0,0,0
39890,1,15,105,1,0,3,2,1,0,2,0
39891,0,21,15,0,0,0,0,0,0,1,0
39892,1,3,81,2,0,1,0,0,3,1,1
39893,1,1,15,0,0,0,0,0,1,0,0
39895,0,1,130,3,2,2,2,1,1,1,0
39896,1,5,15,1,0,0,0,0,0,0,0
39897,0,3,59,1,1,1,1,0,0,1,0
39898,1,13,40,1,0,0,1,0,0,1,0
39900,0,9,147,3,0,0,2,2,1,4,0
39901,1,13,25,1,0,1,0,0,0,0,0
39902,1,11,15,1,0,0,0,0,0,0,0
39912,0,3,29,1,0,0,0,0,0,1,1
39916,0,11,26,0,1,0,1,0,0,0,0
39919,1,11,29,0,0,0,0,1,0,1,0
39920,0,15,104,2,1,1,1,2,1,1,0
39923,1,9,15,0,0,1,0,0,0,0,0
39924,1,1,25,0,1,1,0,0,0,0,0
39926,0,5,68,2,0,0,1,0,3,0,1
39928,1,5,28,0,1,0,0,0,1,0,0
39929,1,19,15,0,0,0,0,0,0,1,0
39935,1,23,112,2,0,3,1,2,2,0,0
39936,1,9,15,1,0,0,0,0,0,0,0
39937,1,15,15,1,0,0,0,0,0,0,0
39938,1,1,15,0,0,0,0,1,0,0,0
39940,1,11,29,1,0,0,0,0,0,1,0
39944,0,9,115,1,0,2,2,2,3,0,0
39945,1,23,29,0,0,1,0,0,0,1,0
39947,1,13,15,1,0,0,0,0,0,0,0
39948,0,13,25,0,0,2,0,0,0,0,0
39951,1,11,137,2,2,3,0,1,1,3,0
39952,1,29,29,0,0,0,0,1,0,1,0
39955,1,13,15,0,0,1,0,0,0,0,0
39961,1,1,15,0,0,0,0,0,0,1,0
39962,0,9,26,0,0,1,1,0,0,0,0
39963,0,15,15,0,1,0,0,0,0,0,0
39964,0,23,15,0,0,0,0,1,0,0,0
39965,1,5,28,1,0,0,0,0,1,0,0
39967,1,9,15,0,0,1,0,0,0,0,0
39968,0,1,15,0,0,0,1,0,0,0,0
39969,1,9,27,0,0,1,0,1,0,0,0
39971,1,11,29,0,0,0,0,0,0,2,1
39972,0,5,29,0,0,0,1,0,0,1,1
39973,1,15,29,0,0,0,1,0,0,1,0
39974,0,9,64,1,2,2,0,1,0,0,0
39977,1,9,27,0,0,0,1,1,0,0,0
39982,1,15,28,0,0,0,0,0,2,0,1
39985,1,13,25,0,0,2,0,0,0,0,0
39986,0,15,59,3,2,1,0,0,0,0,0
39989,1,35,26,0,0,1,1,0,0,0,0
39993,1,21,15,0,1,0,0,0,0,0,0
39996,0,1,15,0,0,0,1,0,0,0,1
40001,0,7,70,1,0,3,0,0,1,1,0
40002,1,1,15,0,0,0,1,0,0,0,0
40003,1,13,15,0,0,1,0,0,0,0,0
40004,0,25,144,3,0,3,1,1,1,3,1
40007,1,11,90,2,1,2,0,2,0,1,0
40010,0,1,59,1,0,0,1,1,2,0,1
40011,1,21,15,1,0,0,0,0,0,0,0
40016,1,3,85,3,1,2,1,0,0,1,0
40017,1,15,15,0,0,0,0,0,1,0,0
40018,0,23,15,0,0,0,0,0,1,0,0
40019,1,3,29,1,0,0,0,0,0,1,0
40020,1,3,15,1,0,0,0,0,0,0,0
40022,1,15,15,1,0,0,0,0,0,0,0
40023,1,21,32,1,2,0,0,0,0,0,0
40027,1,7,117,3,4,2,1,0,1,0,0
40029,0,7,140,2,1,3,1,1,0,4,0
40031,1,3,103,3,0,4,0,0,1,1,0
40032,1,9,15,0,0,0,0,0,0,1,0
40033,1,11,95,1,0,4,0,2,1,0,0
40038,1,1,24,1,1,0,0,0,0,0,0
40039,1,11,15,0,0,0,1,0,0,0,0
40043,1,3,86,3,0,2,2,0,1,0,0
40044,1,13,24,1,1,0,0,0,0,0,0
40045,1,9,15,0,0,0,1,0,0,0,0
40048,1,23,68,1,0,3,0,1,1,0,0
40050,1,7,15,0,0,0,0,1,0,0,0
40051,0,15,74,3,1,2,0,0,0,1,0
40052,1,5,131,4,2,3,1,1,0,1,0
40053,1,1,25,1,0,1,0,0,0,0,0
40057,1,1,29,0,0,1,0,0,0,1,0
40059,0,5,131,0,0,6,2,1,1,1,0
40060,1,3,27,0,0,1,0,1,0,0,0
40064,1,7,15,1,0,0,0,0,0,0,0
40065,0,15,23,2,0,0,0,0,0,0,0
40068,1,9,15,0,0,1,0,0,0,0,0
40069,1,7,15,1,0,0,0,0,0,0,0
40070,0,23,107,1,1,2,0,2,1,2,0
40071,0,23,15,0,0,0,0,0,0,1,0
40076,1,3,15,0,0,0,0,0,1,0,0
40077,1,11,26,1,0,0,1,0,0,0,0
40078,1,29,28,1,0,0,0,0,1,0,0
40079,0,23,74,4,0,3,0,0,0,0,0
40084,1,11,37,1,0,1,0,0,0,1,0
40085,0,11,27,0,0,0,1,1,0,0,0
40088,0,7,15,0,0,0,1,0,0,0,0
40093,1,3,15,0,0,0,0,0,1,0,0
40094,1,25,15,1,0,0,0,0,0,0,0
40096,1,11,15,0,1,0,0,0,0,0,0
40097,0,31,128,1,2,2,2,0,2,2,0
40098,1,35,29,0,0,0,0,1,0,1,0
40101,0,11,25,0,0,2,0,0,0,0,0
40102,0,7,28,0,0,0,1,0,1,0,0
40104,0,7,15,1,0,0,0,0,0,0,0
40105,1,3,15,0,0,0,0,1,0,0,0
40108,1,1,36,1,0,1,1,0,0,0,0
40109,1,9,26,0,0,1,1,0,0,0,0
40111,1,5,136,2,2,2,2,1,1,2,1
40112,1,9,29,1,0,0,0,0,0,1,0
40113,0,19,15,0,0,0,0,1,0,0,0
40114,1,25,105,0,0,1,3,0,0,4,0
40115,1,15,26,1,0,0,1,0,0,0,0
40118,1,13,15,0,0,0,0,1,0,0,0
40120,0,27,61,2,0,0,1,0,1,1,0
40128,1,15,27,0,0,0,0,2,0,0,0
40132,1,9,15,0,0,0,1,0,0,0,0
40133,0,7,15,0,0,0,1,0,0,0,0
40135,1,9,25,0,0,2,0,0,0,0,1
40138,0,5,26,0,0,1,1,0,0,0,0
40142,1,9,15,0,1,0,0,0,0,0,0
40145,0,9,29,0,0,0,0,0,0,2,0
40146,0,31,15,0,0,0,0,0,1,0,0
40147,0,11,15,0,0,0,0,0,0,1,0
40150,0,7,29,1,0,0,0,0,0,1,0
40151,0,11,48,2,0,0,1,0,0,1,0
40155,0,13,15,0,0,0,0,1,0,0,0
40156,1,9,76,3,0,2,0,1,1,0,0
40158,0,13,91,1,0,5,1,1,0,0,0
40159,0,25,26,1,0,0,1,0,0,0,0
40163,1,31,92,1,2,2,0,0,2,1,0
40165,1,13,15,0,0,1,0,0,0,0,0
40167,1,11,23,2,0,0,0,0,0,0,0
40168,1,11,27,0,0,0,0,2,0,0,0
40170,1,13,114,3,3,0,0,3,0,1,0
40171,0,9,132,1,0,2,1,3,2,2,1
40173,0,19,68,2,0,1,1,2,0,0,0
40174,0,1,29,0,0,0,0,0,1,1,1
40175,1,9,15,0,0,1,0,0,0,0,0
40176,0,13,116,4,0,1,3,0,1,1,0
40179,0,35,25,1,0,1,0,0,0,0,0
40180,1,11,15,0,1,0,0,0,0,0,0
40181,0,5,46,0,0,3,1,0,0,0,0
40184,1,9,73,2,0,4,0,1,0,0,0
40185,1,3,29,0,0,1,0,0,0,1,0
40189,1,11,15,1,0,0,0,0,0,0,0
40191,0,13,47,2,0,0,0,2,0,0,0
40194,0,31,55,2,0,1,2,0,0,0,0
40196,1,7,26,0,0,1,1,0,0,0,0
40198,0,13,71,1,0,2,1,0,1,1,0
40199,0,15,15,0,0,0,1,0,0,0,0
40201,1,11,15,1,0,0,0,0,0,0,0
40203,0,15,73,1,0,1,0,0,3,1,0
40205,1,21,15,0,0,0,0,1,0,0,0
40208,1,35,25,0,0,1,0,0,0,1,0
40212,1,7,15,0,0,0,0,0,0,1,0
40213,0,13,28,0,0,0,0,0,2,0,1
40217,0,15,141,4,3,3,0,0,1,1,0
40218,1,15,29,0,0,0,0,0,0,2,0
40219,1,1,50,3,1,1,0,0,0,0,0
40221,1,25,114,2,0,3,1,1,2,1,0
40222,1,11,15,0,0,0,0,0,1,0,0
40224,0,9,130,4,2,1,2,0,1,2,0
40228,1,5,28,0,1,0,0,0,1,0,0
40229,1,13,15,1,0,0,0,0,0,0,0
40230,1,7,29,0,0,0,0,1,0,1,0
40232,1,7,15,1,0,0,0,0,0,0,0
40233,0,5,64,2,1,2,0,1,0,0,0
40234,1,3,26,0,0,1,1,0,0,0,0
40235,1,13,15,1,0,0,0,0,0,0,0
40236,0,33,15,0,0,0,1,0,0,0,0
40237,1,15,125,2,1,2,0,2,1,3,1
40245,1,1,15,1,0,0,0,0,0,0,1
40246,0,9,73,0,1,2,1,0,0,2,0
40247,0,25,36,1,0,1,1,0,0,0,0
40250,1,1,15,0,1,0,0,0,0,0,0
40253,1,9,15,0,0,0,0,0,0,1,1
40254,0,5,15,0,0,0,1,0,0,0,0
40255,1,25,71,3,0,0,0,0,2,1,0
40256,1,19,15,0,0,1,0,0,0,0,0
40259,1,11,15,1,0,0,0,0,0,0,0
40260,0,1,23,2,0,0,0,0,0,0,0
40261,1,15,78,3,0,1,1,0,2,0,0
40262,1,11,84,3,1,3,0,0,0,1,0
40264,1,11,15,1,0,0,0,0,0,0,0
40265,1,3,97,2,0,4,1,1,1,0,0
40269,0,11,15,0,0,1,0,0,0,0,0
40271,0,17,24,1,1,0,0,0,0,0,0
40273,1,9,139,1,2,3,0,2,2,2,1
40274,0,7,15,0,0,0,0,1,0,0,0
40275,1,27,15,0,0,0,0,0,0,1,0
40276,1,9,15,0,0,0,1,0,0,0,0
40277,0,13,58,1,0,1,2,0,0,1,1
40278,1,3,29,0,0,1,0,0,0,1,0
40280,0,9,15,0,0,0,0,0,0,1,0
40281,0,11,71,2,0,1,1,0,1,1,0
40283,0,11,15,0,0,0,0,0,0,1,0
40286,0,15,50,1,0,0,1,0,1,1,0
40288,1,15,15,0,0,1,0,0,0,0,0
40289,0,7,25,1,0,1,0,0,0,0,0
40290,0,9,45,0,1,1,2,0,0,0,0
40297,1,1,29,0,0,0,0,1,0,1,0
40298,1,11,53,3,1,0,0,0,1,0,0
40299,0,5,15,0,0,0,0,0,0,1,1
40300,1,25,15,0,0,1,0,0,0,0,0
40302,1,7,84,0,0,3,1,2,0,1,0
40303,1,5,100,3,1,3,0,1,1,0,0
40304,0,23,127,4,0,2,1,0,0,4,0
40305,1,5,92,3,0,2,0,0,3,0,0
40306,1,15,37,1,0,1,0,0,0,1,0
40308,0,5,15,0,0,0,0,0,0,1,1
40309,1,21,80,2,1,1,0,2,0,1,0
40310,1,3,92,2,0,2,2,0,1,1,1
40311,1,15,25,1,0,1,0,0,0,0,0
40313,1,9,15,0,0,1,0,0,0,0,0
40316,0,9,52,0,0,1,3,0,0,0,0
40317,0,9,89,2,1,4,0,0,0,1,0
40318,1,27,25,0,1,1,0,0,0,0,0
40320,0,9,28,1,0,0,0,0,1,0,1
40324,1,7,29,1,0,0,0,0,0,1,0
40325,1,13,15,1,0,0,0,0,0,0,0
40326,1,15,37,0,2,0,0,0,1,0,0
40328,1,27,15,0,0,1,0,0,0,0,0
40330,1,29,15,0,0,0,0,0,0,1,0
40331,0,7,15,0,0,0,1,0,0,0,1
40335,1,1,15,1,0,0,0,0,0,0,0
40336,1,1,15,0,0,1,0,0,0,0,0
40343,0,15,79,1,1,2,1,1,0,1,0
40345,0,15,15,0,0,0,0,0,0,1,0
40346,1,13,15,0,0,0,0,0,0,1,0
40347,0,1,45,0,0,4,0,0,0,0,0
40350,1,17,15,0,0,0,0,0,0,1,0
40351,0,11,26,0,0,0,2,0,0,0,0
40352,1,9,15,0,0,0,0,0,1,0,0
40355,1,27,15,0,0,0,0,0,1,0,0
40358,0,15,25,1,0,1,0,0,0,0,0
40359,1,3,25,0,0,2,0,0,0,0,0
40360,1,5,15,1,0,0,0,0,0,0,0
40361,1,15,27,0,0,1,0,1,0,0,0
40363,1,9,53,3,1,0,0,0,1,0,0
40364,1,3,24,1,1,0,0,0,0,0,0
40365,1,9,38,0,1,0,0,0,1,1,0
40366,1,13,27,1,0,0,0,1,0,0,0
40367,0,19,114,2,3,4,0,1,0,1,0
40374,1,15,26,0,0,1,1,0,0,0,0
40375,1,15,32,1,1,1,0,0,0,0,0
40378,0,21,26,0,0,0,2,0,0,0,0
40381,1,5,15,0,0,0,0,0,0,1,1
40384,1,5,15,0,0,1,0,0,0,0,1
40387,0,11,26,0,0,1,1,0,0,0,0
40388,0,15,28,0,1,0,0,0,1,0,0
40391,0,7,25,1,0,1,0,0,0,0,0
40394,1,9,27,0,0,0,1,1,0,0,0
40395,1,13,15,0,0,1,0,0,0,0,0
40396,1,27,15,0,0,0,0,0,0,1,0
40397,1,15,24,1,1,0,0,0,0,0,0
40399,0,35,29,0,0,0,0,0,0,2,0
40401,1,9,15,0,0,1,0,0,0,0,0
40407,1,9,81,1,0,3,1,0,1,1,0
40409,1,15,15,1,0,0,0,0,0,0,0
40410,1,7,15,0,0,0,0,1,0,0,0
40420,1,13,40,0,0,0,2,0,0,1,0
40425,1,25,27,0,1,0,0,1,0,0,0
40430,0,15,25,1,0,1,0,0,0,0,0
40431,0,1,15,1,0,0,0,0,0,0,0
40433,1,5,42,2,1,1,0,0,0,0,0
40434,0,3,15,0,0,1,0,0,0,0,0
40435,0,15,15,0,0,0,0,1,0,0,1
40436,1,15,37,2,0,0,0,0,0,1,0
40437,1,9,143,1,2,3,1,0,1,4,0
40439,1,19,66,2,1,1,0,2,0,0,0
40440,1,15,63,2,0,0,0,1,0,2,0
40442,1,15,120,4,0,3,1,1,0,2,0
40445,1,11,15,0,0,1,0,0,0,0,0
40446,1,11,28,0,0,0,1,0,1,0,0
40448,1,13,15,0,1,0,0,0,0,0,0
40450,0,1,107,2,2,2,0,1,3,0,1
40451,1,1,29,0,0,1,0,0,0,1,0
40453,0,3,26,1,0,0,1,0,0,0,0
40455,0,19,15,0,0,0,0,1,0,0,0
40456,1,23,137,0,1,3,1,0,3,3,1
40463,1,23,26,1,0,0,1,0,0,0,0
40465,1,31,27,0,0,0,0,2,0,0,0
40466,1,13,25,0,0,2,0,0,0,0,0
40470,0,11,113,1,1,4,1,0,2,1,0
40471,1,3,15,1,0,0,0,0,0,0,0
40473,0,9,123,2,0,2,2,3,2,0,0
40474,0,13,113,0,3,2,3,0,1,1,0
40476,1,9,80,0,3,1,1,1,0,1,0
40477,1,19,15,0,0,0,0,1,0,0,0
40481,1,3,108,5,3,0,0,0,1,1,0
40482,0,9,85,0,1,2,0,0,1,3,1
40483,1,5,84,4,0,1,0,0,0,2,0
40485,0,11,59,2,0,1,0,0,2,0,1
40487,0,3,70,0,0,3,2,0,1,0,0
40491,1,11,38,0,1,1,0,0,0,1,0
40492,1,13,91,1,0,2,3,1,0,1,0
40493,1,3,15,0,0,1,0,0,0,0,0
40494,1,23,15,1,0,0,0,0,0,0,0
40496,0,21,33,2,0,1,0,0,0,0,0
40497,1,17,27,1,0,0,0,1,0,0,0
40501,1,15,15,1,0,0,0,0,0,0,0
40502,0,9,29,0,0,0,1,0,0,1,0
40504,1,13,32,1,1,1,0,0,0,0,0
40506,1,11,29,0,0,0,0,1,0,1,0
40508,1,13,25,0,1,1,0,0,0,0,0
40511,1,9,15,1,0,0,0,0,0,0,0
40514,0,9,26,0,0,1,1,0,0,0,1
40517,0,11,15,0,0,0,0,1,0,0,0
40519,1,7,77,3,0,2,0,1,0,1,0
40520,0,3,15,0,0,0,0,0,1,0,1
40521,1,11,29,0,0,1,0,0,0,1,0
40522,1,7,77,0,0,5,2,0,0,0,0
40523,0,11,26,1,0,0,1,0,0,0,0
40524,0,3,26,1,0,0,1,0,0,0,1
40525,1,13,15,0,1,0,0,0,0,0,0
40526,1,13,34,1,1,0,1,0,0,0,0
40527,1,1,15,1,0,0,0,0,0,0,0
40529,0,23,71,1,0,4,0,0,1,0,0
40532,0,15,70,1,0,2,1,1,0,1,0
40533,1,9,128,2,0,3,0,0,4,2,1
40534,0,15,129,3,0,3,0,0,2,3,0
40535,0,1,25,0,0,2,0,0,0,0,0
40541,1,11,24,1,1,0,0,0,0,0,0
40543,1,1,15,1,0,0,0,0,0,0,0
40545,1,33,141,3,1,2,0,3,0,3,0
40547,1,7,32,1,1,1,0,0,0,0,0
40548,0,9,15,0,0,0,0,1,0,0,0
40549,1,27,127,3,0,3,1,2,2,0,0
40550,1,15,15,1,0,0,0,0,0,0,0
40552,1,25,39,0,0,0,1,0,1,1,0
40554,1,15,29,0,0,0,0,0,1,1,1
40559,1,1,15,0,0,0,1,0,0,0,0
40560,1,23,27,0,0,1,0,1,0,0,0
40562,1,5,15,0,0,0,1,0,0,0,0
40563,1,23,15,0,0,0,0,0,1,0,0
40564,0,5,27,0,0,0,1,1,0,0,0
40568,1,29,41,0,0,0,0,1,1,1,0
40570,0,9,15,0,0,0,0,0,0,1,1
40571,0,5,27,0,0,1,0,1,0,0,0
40577,1,13,110,2,1,3,1,1,1,1,0
40583,0,7,69,4,1,0,0,0,0,1,0
40588,1,15,15,1,0,0,0,0,0,0,0
40589,1,13,93,1,0,1,3,2,0,1,0
40594,1,9,29,0,0,1,0,0,0,1,0
40595,0,11,64,0,0,2,1,0,0,2,0
40597,1,5,127,1,2,3,1,1,0,3,0
40601,0,31,29,1,0,0,0,0,0,1,0
40602,1,9,28,1,0,0,0,0,1,0,0
40603,0,1,26,0,0,0,2,0,0,0,0
40606,1,9,26,1,0,0,1,0,0,0,0
40607,1,5,15,0,0,1,0,0,0,0,0
40608,0,1,15,0,0,0,0,0,0,1,0
40609,1,9,15,0,0,0,1,0,0,0,0
40610,0,7,25,0,1,1,0,0,0,0,0
40611,1,15,15,0,0,1,0,0,0,0,0
40614,1,9,60,2,0,1,0,0,1,1,0
40618,0,15,34,0,1,1,0,1,0,0,0
40619,0,9,95,1,1,1,0,2,1,2,1
40620,1,9,15,0,0,0,0,0,1,0,0
40624,1,9,15,0,0,0,0,0,0,1,0
40625,0,3,27,1,0,0,0,1,0,0,0
40627,1,9,15,0,1,0,0,0,0,0,0
40628,1,15,28,0,0,0,0,1,1,0,0
40630,1,9,15,0,0,0,0,0,0,1,0
40634,1,15,15,0,0,0,1,0,0,0,0
40635,0,11,29,0,0,1,0,0,0,1,0
40637,1,5,25,1,0,1,0,0,0,0,0
40639,1,13,15,0,0,1,0,0,0,0,1
40640,1,15,15,1,0,0,0,0,0,0,0
40641,1,11,106,2,1,1,0,0,1,4,0
40643,0,5,15,0,0,0,0,0,0,1,0
40647,1,13,33,1,0,1,0,0,0,1,0
40651,1,11,27,0,0,1,0,1,0,0,0
40652,1,13,25,0,1,1,0,0,0,0,0
40656,1,11,28,0,0,1,0,0,1,0,0
40659,1,13,28,0,0,0,1,0,1,0,0
40663,0,9,15,0,0,0,1,0,0,0,0
40666,0,5,15,0,0,0,0,0,0,1,1
40668,1,3,47,1,0,1,0,0,0,2,0
40671,0,15,15,0,0,1,0,0,0,0,0
40672,0,11,123,3,1,1,2,2,1,1,0
40674,0,13,44,1,0,1,1,0,1,0,0
40675,0,9,37,1,0,0,0,1,0,1,0
40676,1,15,27,1,0,0,0,1,0,0,0
40678,1,17,15,1,0,0,0,0,0,0,0
40679,1,3,47,1,0,1,0,0,0,2,0
40681,1,19,15,1,0,0,0,0,0,0,0
40683,1,11,15,0,0,0,1,0,0,0,0
40686,1,7,24,0,2,0,0,0,0,0,0
40687,1,9,15,0,0,0,1,0,0,0,0
40695,1,1,15,1,0,0,0,0,0,0,0
40698,1,15,48,0,1,2,0,0,0,1,1
40699,1,5,15,0,1,0,0,0,0,0,1
40701,0,13,49,0,0,3,0,0,0,1,1
40702,0,31,15,0,0,0,0,0,0,1,0
40704,1,13,28,0,0,0,1,0,1,0,0
40705,0,3,111,3,0,3,1,1,1,1,0
40707,0,1,87,0,0,5,0,0,1,1,0
40709,1,13,15,0,0,0,0,0,0,1,0
40712,0,31,136,1,2,4,2,0,0,3,0
40713,1,9,73,3,0,3,0,1,0,0,0
40716,1,31,15,0,0,0,0,0,0,1,0
40719,0,11,58,1,0,2,1,0,0,1,0
40720,1,5,28,0,1,0,0,0,1,0,0
40721,0,13,15,0,0,0,1,0,0,0,0
40723,0,19,29,0,0,0,1,0,0,1,1
40724,1,9,29,0,0,1,0,0,0,1,0
40726,1,15,93,1,0,1,4,0,1,1,0
40729,0,11,29,0,0,0,0,0,0,2,0
40730,1,23,15,0,0,0,0,0,1,0,0
40731,0,9,24,1,1,0,0,0,0,0,0
40732,1,13,38,0,0,1,1,0,1,0,0
40733,1,13,60,1,2,0,0,0,0,2,0
40734,1,11,25,1,0,1,0,0,0,0,0
40737,1,1,15,0,1,0,0,0,0,0,0
40738,1,1,15,0,0,1,0,0,0,0,0
40740,1,11,15,1,0,0,0,0,0,0,0
